name,business_id,reviews/total,location/latitude,location/longitude,location/address,stars,categories/0,categories/1,categories/2,categories/3,categories/4,categories/5
Subway,WPy74Udv6X8dgxK6F9uxCQ,7,33.5997853,-111.9869486,"4326 E Cactus Rd
Phoenix, AZ 85032",3.5,Fast Food,Sandwiches,Restaurants,,,
Nagasaki Grill Toh Zan,BBPkwpj9kSeDuy0uOwWHJA,65,33.3939372,-111.8772849,"2120 W Southern Ave
Mesa, AZ 85202",4,Japanese,Restaurants,,,,
Original Hamburger Works,N_6bV3c3JagKW7sD3X9ldA,110,33.4798163,-112.091191,"2801 N 15th Ave
Phoenix, AZ 85007",4,Bars,Dive Bars,Burgers,Nightlife,Sports Bars,Restaurants
Lawrence M Irene & Associates Optometrists,dvbxHO7tc7UbUMXieDc0_g,3,33.3845381261,-111.9635313749,"Arizona MLS
Tempe, AZ 85281",3.5,Shopping,Optometrists,Health & Medical,Eyewear & Opticians,,
Julioberto's,o3TruOSgOwNgx08QosuWTw,9,33.4804658,-112.0218376,"2750 E Thomas Rd
Phoenix, AZ 85016",3.5,Fast Food,Mexican,Restaurants,,,
Flight Lounge + Bistro,JqEuOIuAlx_aRuWedSr9dg,9,33.4973896,-111.9223075,"4252 N Drinkwater Blvd
Scottsdale, AZ 85251",3.5,Arts & Entertainment,Music Venues,Bars,Nightlife,Lounges,American (New)
Food Truck Friday,l0S5b8YYyDbjttTWtKc-gg,11,33.4555814,-112.0736316,"14 E Pierce St
Phoenix, AZ 85004",4.5,Local Flavor,,,,,
Yogini's,N3YX1T9R2KBjSMBfuONQHw,6,33.4888548,-112.0650902,"3508 N 7th St
Ste 130A
Phoenix, AZ 85014",4,Active Life,Yoga,Fitness & Instruction,,,
Arizona Art Supply,aAnLZbEMOrhI4_RbjntWsA,3,33.3929982,-111.9127636,"1628 E Southern Ave
Ste 13
Tempe, AZ 85282",3.5,Art Supplies,Shopping,Arts & Crafts,,,
Reef Culture,Nk-3m_BxXvqFq54r10mHlA,9,33.426499,-111.89237,"406 S Price Rd
Tempe, AZ 85281",4,Pets,Pet Stores,,,,
Noodles Ranch,_HTE4pOKeJC7kcxiCF9vTA,141,33.4787939,-111.9259092,"2765 N Scottsdale Rd
Suite 107
Scottsdale, AZ 85257",4,Vietnamese,Restaurants,,,,
Physiotherapy Associates,hdug7nIUq5YXrDixVMVPFg,3,33.5063676,-112.0335679,"2222 E Highland Avenue
Suite 310
Phoenix, AZ 85016",4.5,Health & Medical,Physical Therapy,,,,
Pizza Hut,Vh_xXB42CYfhEdelpDb1Ow,3,33.8659752,-112.1366416,"3632 W Anthem Way
Anthem, AZ 85086",2.5,Restaurants,,,,,
Organ Stop Pizza,VRxelK__tuQD0KBxx2LzeQ,68,33.392791,-111.807604,"1149 E Southern Ave
Mesa, AZ 85204",3.5,Arts & Entertainment,Pizza,Nightlife,Music Venues,Restaurants,
Lotus Bar & Grill,ous0x-3S_tJQOyel229Jgw,21,33.569728,-111.886203,"9030 E Via Linda
Scottsdale, AZ 85258",4,Nightlife,Bars,Asian Fusion,Sports Bars,Restaurants,
Scottsdale Plumbing Company,4cZXiXms8yW4MjQ8hf4esg,4,33.4875071,-111.919554,"7501 E Osborn Rd
Scottsdale, AZ 85251",3,Plumbing,Home Services,,,,
Z Pizza,WxZ7lWnN_AJCa8-Vd1A7ZQ,10,33.5818256,-112.1241562,"2815 W. Peoria Ave
Phoenix, AZ 85029",4.5,Pizza,Restaurants,,,,
Lemy Nail & Spa,v06Y2xsxG7YclH0P1m5uDg,4,33.5675058,-112.1841886,"5814 W Olive Avenue
Glendale, AZ 85302",5,Beauty & Spas,Nail Salons,,,,
Cvs Pharmacy,D7LmOcHWgGLmY7bPrc4H7g,3,33.623863,-112.358554,"13870 W Greenway Rd
Surprise, AZ 85374",4,Shopping,Drugstores,,,,
Mast Air,_4cPh_1xl82LwvAorlhZjQ,3,33.555048,-112.221151,"7528 W Harmont Dr
Peoria, AZ 85345",5,Home Services,Heating & Air Conditioning/HVAC,,,,
Oriental Express,3tk6Syyz5i967Ifuz_4o3w,17,33.656005,-112.09836,"18631 N 19th Avenue
Suite 150
Phoenix, AZ 85027",3,Sushi Bars,Chinese,Restaurants,,,
Rita's,sG8fgVpv5-2XmwOs-Sr7RA,3,33.42263,-111.940813,"740 South Mill Ave
Ste 110
Tempe, AZ 85281",4.5,Food,Desserts,Ice Cream & Frozen Yogurt,,,
The Beach House Tanning Salon,OvV84elHGF1AVVy9eTLZ7A,3,33.3511353,-111.7896718,"36 N Gilbert Rd
Gilbert, AZ 85234",4,Tanning,Beauty & Spas,,,,
Fresh & Easy Neighborhood Market,zGMvARUBgcPaQYT21gUmjw,8,33.5392886,-112.0997588,"1904 W Glendale Ave
Phoenix, AZ 85021",4,Food,Grocery,,,,
Absolute Air Technologies,_JnSgL8E43Qu4P_C7vPMvg,3,33.324693,-112.003805,"3641 E Lavender Ln
Phoenix, AZ 85044",5,Home Services,Heating & Air Conditioning/HVAC,,,,
La Quinta Inn,Ef3BJGZkis7pKT8eC3-W4A,6,33.465341,-112.166488,"4929 W Mcdowell Rd
Phoenix, AZ 85035",4,Hotels & Travel,Event Planning & Services,Hotels,,,
Home Depot the,nfQELrMgQd-r-VrveRv_Pg,4,33.716678,-112.270705,"25650 N Lake Pleasant Pkwy
Peoria, AZ 85383",5,Hardware Stores,Shopping,Home & Garden,,,
Starbucks,icv5iqXr_tSGcqSxomXbVA,5,33.2611314,-111.8604649,"1085 W Queen Creek Rd
Chandler, AZ 85248",3.5,Food,Coffee & Tea,,,,
Ocean Luxury Nail and Spa,5p3lTFUbDpsal-Wm-0zfDw,3,33.670445,-112.030681,"20235 N Cave Creek Rd
Phoenix, AZ 85024",3.5,Beauty & Spas,Nail Salons,,,,
Cost Plus World Market,7rjUUpPCpQG6lZonQYGb5w,5,33.711091,-112.1122766,"2501 W Happy Valley Road
Phoenix, AZ 85085",4.5,Department Stores,Fashion,Shopping,Home & Garden,Furniture Stores,
The Dinner Detective,2MnddlXbOo0AdEim1CZ8_g,6,33.480017,-112.031501,"2333 E Thomas Rd
Phoenix, AZ 85016",3.5,Arts & Entertainment,Performing Arts,,,,
Serrano's Mexican Food Restaurants,rlQCMHmaMjPzEh3BeaDkIg,47,33.3632172,-111.9285831,"6440 S Rural Rd
Tempe, AZ 85283",3.5,Mexican,Restaurants,,,,
Robb & Stucky,kn3nVeUFmYuhd1xonb4Thg,3,33.626104,-111.926061,"15440 N Scottsdale Rd
Scottsdale, AZ 85254",2.5,Shopping,Interior Design,Home Services,Home & Garden,Furniture Stores,
Chipotle Mexican Grill,lciZhyp_xwKNBOVyzxqhbg,12,33.2818543,-111.7888601,"3757 S Gilbert Rd
Ste 110
Gilbert, AZ 85297",3.5,Tex-Mex,Restaurants,,,,
Summit at Copper Square,rD2TvUrVR7i-vEkPtNrqqQ,4,33.4449277,-112.0699337,"310 S 3rd St
Phoenix, AZ 85073",3.5,Home Services,Real Estate,Apartments,,,
Carolina's Mexican Food,d52zg-S0o940WUCK-nNiKw,256,33.4315119,-112.0561119,"1202 E Mohave St
Phoenix, AZ 85034",4,Mexican,Restaurants,,,,
Churn,tAmevVP8B7PiWxcJ0PlYVA,105,33.5136394,-112.0734885,"5223 N Central Ave
Phoenix, AZ 85012",4,Food,Ice Cream & Frozen Yogurt,Coffee & Tea,Desserts,,
California Pizza Kitchen,jsblnIZnHUQGufwVb_yX6g,48,33.4329724,-111.9043028,"2000 E Rio Saldo Pkwy
Tempe, AZ 85281",3,Pizza,Restaurants,,,,
Danny's Barber Shop,Si4xIYKj7cbBou6Vkk0JJg,4,33.5239202,-112.1163693,"2637 W Bethany Home Rd
Phoenix, AZ 85073",3.5,Barbers,Beauty & Spas,,,,
Cold Stone Creamery,PfrMyCxnrtI7G6Ru26sSYw,3,33.280312,-111.6859323,"7507 S Power Rd
Ste 102
Queen Creek, AZ 85142",3.5,Food,Ice Cream & Frozen Yogurt,,,,
Smokin' Lingerie,gCnyFIE2jYeKCfQx42y4Dg,3,33.4457415,-111.9266716,"1450 N Scottsdale Road
Tempe, AZ 85281",5,Videos & Video Game Rental,"Books, Mags, Music & Video",Tobacco Shops,Shopping,,
Dave & Buster's,PdWe3jF9YEu5fWBiQXZIgg,38,33.678615,-111.9746066,"21001 N Tatum Blvd
Ste 44-1400
Phoenix, AZ 85050",3,Arts & Entertainment,American (Traditional),Arcades,Restaurants,,
Du Or Dye Salon,C37_IJ-vk51la3JrmsfR7Q,6,33.582555,-111.930192,"7000 E Shea Blvd
Ste 1616
Scottsdale, AZ 85254",5,Hair Salons,Beauty & Spas,,,,
The Stockroom,yncbXP4MVT8Uxo5TUrFnAw,4,33.5276319,-112.064644,"6201 N 7th Street
Phoenix, AZ 85014",4.5,Shopping,Office Equipment,,,,
Taco Bell,l8v1GHaB4CsryK6MioZ21A,3,33.5825731,-111.9784789,"4751 E Shea Blvd
Phoenix, AZ 85028",3.5,Fast Food,Tex-Mex,Restaurants,,,
Nathans Famous Hotdogs,niwDrCLIqi3qvYzD-8VL1A,3,33.383123,-111.964485,"5000 Arizona Mills Cir
Tempe, AZ 85282",2,Hot Dogs,Restaurants,,,,
AZ Wine Company,K0v87iFgB3sXSzw6e-BJ5w,8,33.8242305,-111.9229042,"100 Easy St
Carefree, AZ 85377",4.5,Food,"Beer, Wine & Spirits",,,,
Cleo Beauty Salon,bT5sByMCq5u4HC6Fz4Zp1Q,5,33.611141,-112.165119,"4920 W Thunderbird Rd
Ste 104
Glendale, AZ 85306",4.5,Hair Salons,Beauty & Spas,,,,
Alta Vista Animal Boarding & Grooming,EmEoHyDADL_6ldeUyNUsqw,5,33.5068119,-112.082857,"4730 N 7th Ave
Phoenix, AZ 85013",3.5,Pet Services,Pet Boarding/Pet Sitting,Pets,,,
Saba's Mediterranean Cuisine,VD8a_B589J_NlCirS8QA0Q,20,33.8256856,-111.9231492,"37555 Hum Road
# 109
Carefree, AZ 85377",4,Greek,Mediterranean,Restaurants,,,
Mad Hatter Brew Pub,cM7eoSC_HhfS2D5VkFVY-Q,8,33.4251549,-111.93526,"502 S College Ave
Tempe, AZ 85281",2.5,Food,Pubs,Bars,Breweries,Nightlife,
Tracy's Auto Body,yuLBsnvW2iMHPb8uit6TEQ,5,33.3656089,-111.9454517,"6275 S Kyrene Rd
Tempe, AZ 85283",5,Automotive,Body Shops,,,,
Mighty Muf'ler,6FECmOLQSICW1ykyBbEHng,7,33.5777737,-112.0545587,"10032 N Cave Creek Rd
Phoenix, AZ 85020",5,Auto Repair,Automotive,,,,
Mariscos Chihuahua,FljU76i8DYJbNlpibaieGw,4,33.4953239,-112.099296,"1834 W Indian School Rd
Phoenix, AZ 85015",4.5,Mexican,Restaurants,,,,
"Sawyer Allan T, MD",NQRIEqfSHMwGSeA8QJKXjg,3,33.6090627,-112.2022787,"6677 W Thunderbird Rd
Ste H101
Glendale, AZ 85306",5,Doctors,Health & Medical,Obstetricians & Gynecologists,,,
Port of Subs,SX0pCDRvuTEoXobTovJEIQ,12,33.4222436,-111.9349687,"777 S College Dr
Ste 103
Tempe, AZ 85281",3.5,Sandwiches,Restaurants,,,,
Redfish,LrgOTuILGxG1of5iYBgktA,3,33.63646,-111.920975,"7401 E Frnk Llyd Wrght Blvd
Scottsdale, AZ 85260",4,Seafood,Restaurants,,,,
NCounter,GRFunGSUZxXqNCZJrN8Oow,129,33.4272811,-111.9400902,"310 S Mill Ave
Ste A101
Tempe, AZ 85281",4,Breakfast & Brunch,American (New),Restaurants,,,
Banzai Cowboy Sushi & Martini Bar,xxYiSZgmwE-9-quy8kkHEQ,9,33.6729823,-111.8904749,"20715 N Pima Rd
Ste 110
Scottsdale, AZ 85255",4,Bars,Sushi Bars,Japanese,Nightlife,Lounges,Restaurants
Ulta Salon Cosmetics & Fragrance,L315h4uCgJwAKHuy3nvaWg,5,33.319412,-111.98374,"4601 E Ray Rd
Phoenix, AZ 85044",4,Shopping,Cosmetics & Beauty Supply,Beauty & Spas,,,
AccuTemp Refrigeration,B60TXdNB8ziFyI2XH4Wlaw,13,33.4480318,-112.0115601,"3231 E Washington St
Phoenix, AZ 85034",4.5,Home Services,Heating & Air Conditioning/HVAC,Contractors,,,
Memphis Best BBQ,mZS0PmaR6fHEttmgJ1h8Wg,11,33.3906625,-112.1336327,"6260 S 35th Ave
Phoenix, AZ 85041",2.5,Food,,,,,
The UPS Store,wlzaxTltayMxf-jYr7zpfw,3,33.538927,-112.048079,"7000 N 16th St Ste 120
Phoenix, AZ 85020",4.5,Local Services,Shipping Centers,,,,
Motel 6,q7w9tokdouwt0vEEzsRqxg,5,33.50291,-111.933098,"6848 E Camelback Rd
Scottsdale, AZ 85251",2.5,Hotels & Travel,Event Planning & Services,Hotels,,,
Charley's Grilled Subs,EjdHWoYUsYIglMuFJFa4rg,3,33.5990361,-111.9811856,"4550 E. Cactus Rd
Suite #114
Phoenix, AZ 85032",2.5,,,,,,
United States Post Office,2EfXE9Fz1bCHFJpgrzE77Q,6,33.346017,-111.754754,"225 S Val Vista Dr
Gilbert, AZ 85296",3,Post Offices,Public Services & Government,,,,
Denny's Restaurant,JSX7i-cfoixVtnCx4BNb1g,4,33.5969746,-112.0368923,"2120 E Cactus Rd
Phoenix, AZ 85022",3.5,Restaurants,,,,,
Rula Bula,L2J3JfjXZLnX1rLhWKthqA,237,33.426368,-111.9398551,"401 S Mill Ave
Tempe, AZ 85281",3.5,Pubs,Bars,Nightlife,Irish,Restaurants,
The Lobby Grill,6P2DqisDHtmD4Lvs2sMP-A,12,33.373465,-111.971852,"8000 S Arizona Grand Pkwy
Phoenix, AZ 85044",3,American (New),Restaurants,,,,
The UPS Store,GYiTOYyX86zoyZSY5Zhv3A,3,33.5677454,-112.0725581,"111 E Dunlap Ave
Ste 1
Phoenix, AZ 85020",1.5,Local Services,Shipping Centers,Notaries,Printing Services,,
Cold Stone Creamery,EJzoRTV3IUSxpnxRAzngDw,7,33.6240270813,-111.9283783436,"15034 N Scottsdale Rd
Scottsdale, AZ 85254",3.5,Food,Ice Cream & Frozen Yogurt,,,,
La Quinta Inns & Suites,Rp-8n4-lCwyXRdTnFpTwWA,4,33.625922,-112.11468,"2510 W Greenway Road
Phoenix, AZ 85023",4,Hotels & Travel,Event Planning & Services,Hotels,,,
V's Barbershop,E_wFKJejd4ij4KlVs0KQGA,8,33.677854,-111.978579,"21050 N Tatum Blvd
Ste 112
Phoenix, AZ 85050",4,Barbers,Beauty & Spas,,,,
Yupha's Thai Kitchen,90AXjqb4O-wrTHDKDoDUzg,161,33.3478272,-111.9102573,"1805 E Elliot Rd
Ste 115
Tempe, AZ 85284",4,Thai,Vegetarian,Restaurants,,,
Cold Stone Creamery,IykF45RvqD14rudLTDoigA,7,33.425049,-111.9401858,"510 S Mill Ave
Tempe, AZ 85281",3,Food,Ice Cream & Frozen Yogurt,,,,
Community Tire Pros & Auto Repair,JlTPN5tFSM3jCuCufv_52A,5,33.419657,-111.994616,"4139 E University Dr
Phoenix, AZ 85034",5,Tires,Automotive,Auto Repair,,,
Cup O'Karma,-0xwm_AwS0d_5rwUprHGuw,16,33.3932601,-111.8686061,"1710 W Southern Ave
Ste B7
Mesa, AZ 85202",4,Food,Coffee & Tea,,,,
Greenwood/Memory Lawn Mortuary & Cemetery,AFD0Gl5mqxGnzVYzyMamoQ,3,33.4558941,-112.1173964,"719 N 27th Avenue
Phoenix, AZ 85009",4,Local Services,Funeral Services & Cemeteries,,,,
Maria Maria,KIgkwPEOxbfdeCk0ltycOQ,92,33.4329724,-111.9043028,"2000 E Rio Salado Pkwy
Tempe, AZ 85281",3,Mexican,Restaurants,,,,
Astor House,EFSU5EPU8VsZmrjbTxjc4A,31,33.4728154848,-112.0562016964,"2243 N 12th St
Phoenix, AZ 85006",4,Bars,American (New),Nightlife,Restaurants,,
Petals & Kettles,w47zBO3J8KSmkjSl-32Ezg,4,33.451334,-112.073153,"201 N Central Avenue
Phoenix, AZ 85004",4,Flowers & Gifts,Shopping,Florists,,,
Sally at Moments Salon,O23GAU6xDXOh3kDrhNN8Hw,3,33.5104737,-111.9863556,"Moments Salon
5025 N 44th St
Phoenix, AZ 85018",5,Skin Care,Hair Removal,Beauty & Spas,,,
Dutch Bros. Coffee,v68yAIw0gpn15xwtcR_rKg,30,33.6405124,-112.0190828,"2961 E Bell Rd
Phoenix, AZ 85032",4.5,Food,Coffee & Tea,,,,
Al Rafedin,IDQbSGU2k1MaLkv-sFN-OQ,3,33.5095996,-112.1383751,"3650 W Camelback Rd Suite 1
Phoenix, AZ 85019",2.5,Middle Eastern,Restaurants,,,,
Kincaid's,4FS5otEktCyI1aDpg_h03g,83,33.4477082,-112.070093,"2 S Third St
Phoenix, AZ 85004",3.5,Seafood,Steakhouses,American (Traditional),Restaurants,,
That's Amore Gelato,CKjcewWeWvdJ7TzOQbZOIw,53,33.6986352,-111.9174871,"7605 E Pinnacle Peak Rd
Ste 3
Scottsdale, AZ 85255",5,Food,Ice Cream & Frozen Yogurt,Coffee & Tea,,,
Panda Express,zJ9J3KunQy14DB0vAxxOwQ,3,33.449503,-112.307735,"11555 W Van Buren St
Avondale, AZ 85323",2,Chinese,Restaurants,,,,
Gourmet Wok,b7-1zOz2yaQZ7JUHqHLAlA,14,33.3771903,-111.9520135,"825 W Baseline Rd
Tempe, AZ 85283",3.5,Chinese,Restaurants,,,,
REACT Defense Systems,St5DOaIRZt8ogJ5kIa4GOA,5,33.3197988,-111.929773,"5055 W Ray Rd
Suite 9/10
Chandler, AZ 85226",5,Active Life,Martial Arts,Gyms,Fitness & Instruction,,
Melrose Pharmacy,saCtN9IoDXPFk1KuB2FO6A,19,33.4995837,-112.0833093,"704 W Montecito Ave
Phoenix, AZ 85013",4,Shopping,Drugstores,,,,
Bebe,BJQsmZbsmco2qQG6LlALNg,5,33.625158,-111.928823,"15215 N Kierland Blvd
Scottsdale, AZ 85254",4,Women's Clothing,Fashion,Shopping,Accessories,,
Citrus Nail Studio,tTcsvA98b7ez7s3UqGK94Q,3,33.2918035,-111.8254685,"Salon Boutique
950 E Pecos Rd, Ste 23
Chandler, AZ 85225",3.5,Beauty & Spas,Nail Salons,,,,
Paradise Bakery & Cafe,E0f8jFeNaL8ARG-vq3apVA,37,33.4354634,-112.0069893,"Phoenix Sky Harbor Int'l Airport, Terminal 3
3400 E Sky Harbor Blvd
Phoenix, AZ 85034",4,Bakeries,Food,Sandwiches,Restaurants,,
Cycle,kJFS_3WlP6TFdNUYt6V6FA,14,33.4605604,-112.074078,"1100 N Central Ave
Phoenix, AZ 85004",3,American (New),Restaurants,,,,
Cartier,UtCatWGwHqoY9WhY5h2_tA,6,33.5025941,-111.9296765,"7014 E Camelback Rd, #1153
Scottsdale, AZ 85251",3.5,Shopping,Jewelry,,,,
Cold Stone Creamery,8WPCqC0Y-yszJi7eqfSllA,5,33.6005307,-111.9794072,"12625 N Tatum Blvd
Phoenix, AZ 85032",3,Food,Ice Cream & Frozen Yogurt,,,,
Fountains Family Dental,igPyowpBc6KMJhJAzx25jQ,3,33.248994,-111.86573,"3930 S Alma School Rd
Ste 6
Chandler, AZ 85248",3.5,Pediatric Dentists,Health & Medical,Dentists,General Dentistry,Cosmetic Dentists,
Camelback Hyundai Kia,eZ_l3IJ53fH3S7tcziV8dA,4,33.509076,-112.107623,"2223 W Camelback Rd
Phoenix, AZ 85015",1.5,Automotive,Car Dealers,,,,
Cruisin 4 Yogurt,92egMCCEc4agnH1yjultuw,11,33.624081,-112.3923143,"15409 Greenway Rd
Ste 105
Surprise, AZ 85374",4,Food,Ice Cream & Frozen Yogurt,,,,
Pita Jungle,wl51t6lT7leiX64SlkOx6g,142,33.6749989,-111.9776027,"20910 N. Tatum Blvd.
Suite 140
Phoenix, AZ 85050",4,Vegetarian,American (New),Mediterranean,Restaurants,,
Coulter Motor Company Service & Parts,KRZKl_NCQ1cMD1AJpWDTwQ,3,33.346579,-111.9692411,"7780 S Autoplex Loop
Tempe, AZ 85284",4.5,Auto Repair,Automotive,,,,
Subway,l7gUqxGk1Zf41r8K6FVMnA,3,33.7012666,-111.9253026,"23535 N Scottsdale Rd
Scottsdale, AZ 85255",4.5,Sandwiches,Restaurants,,,,
Lost Dog Wash Trail,0EE3BohGb4lxWRnHLiqNnw,16,33.5896225,-111.8134299,"124th St & Via Linda
Scottsdale, AZ 85255",4.5,Active Life,Hiking,,,,
Chompie's Restaurant & Bakery,0K634ehk41ZRc4kj3NTAEQ,220,33.4222653,-111.9199824,"1160 E University Dr
Tempe, AZ 85281",3.5,Food,Bakeries,Delis,Bagels,Restaurants,
Petsmart Grooming,upfyygmhoqQHv7Ljq5MhPA,4,33.5805891,-112.1254692,"10405 N 31st Ave
Phoenix, AZ 85051",3,Pet Groomers,Pet Services,Pets,,,
Indian Paradise 2,giyl3pyGo6sbvsnn94f4Hg,16,33.6401217,-112.1116606,"2410 W Bell Rd
Phoenix, AZ 85023",4,Indian,Buffets,Restaurants,,,
Lowe's Home Improvement Warehouse,xrNL6b5x1W1begCWFDduIw,11,33.6347337,-111.917676,"16285 N Scottsdale Rd
Scottsdale, AZ 85260",4,Hardware Stores,Building Supplies,Shopping,Home Services,Home & Garden,
JoBot Coffee,5ambRqdTJt9vGwFzVI9HBw,136,33.458341,-112.067833,"918 N 5th St
Phoenix, AZ 85004",4,Food,Coffee & Tea,Breakfast & Brunch,Restaurants,,
The Mad Scrappers,oQee_WqtkRxfbooeF3Qv-A,3,33.765766,-111.98307,"30845 N Cave Creek Rd
Cave Creek, AZ 85331",3.5,Cards & Stationery,Arts & Crafts,Flowers & Gifts,Shopping,Event Planning & Services,
Charming Charlie,M3igxUpLFWy1nR7lTw3GjQ,17,33.4484279,-112.0731767,"1 E. Washington St.
Suite 120
Phoenix, AZ 85004",4.5,Fashion,Shopping,Accessories,Jewelry,,
The Art of Shaving,JAfPOKUAYK2_lSRnyKBgpw,4,33.5025941,-111.9296765,"7014 E. Camelback Road
B-112
Scottsdale, AZ 85251",4.5,Barbers,Shopping,Cosmetics & Beauty Supply,Beauty & Spas,,
Zoyo,mM_sT64i46AKPQtz26PCcg,9,33.319374,-111.929326,"5055 W Ray Rd
Chandler, AZ 85226",4,Food,Ice Cream & Frozen Yogurt,,,,
Squarz,dVGzGuYPJH6cRihR2Rl-oA,5,33.4155753,-111.7437977,"4016 E Main St
Mesa, AZ 85205",4.5,Food,Specialty Food,,,,
P.F. Chang's Rock 'n' Roll Marathon and Half Marathon,oRJgXbcawYd3kULBucqdnA,39,33.4481182,-112.0971145,"Wesley Bolin Memorial Plaza
1700 W Washington St
Phoenix, AZ 85007",4,Active Life,,,,,
Cabin Coffee Cafe,z2YTaHtGod3i3BBbKiMNwQ,35,33.710985,-112.200326,"6525 W Happy Valley Rd
Glendale, AZ 85310",4.5,Food,Coffee & Tea,Arts & Entertainment,,,
Zur Kate,GzWiVvE6JDdBNowNVshItA,37,33.415073,-111.726788,"4815 E Main St
Ste 16
Mesa, AZ 85205",4,German,Restaurants,,,,
Superstar Car Wash,eQQo9ecQmQpd8jYcUvFPMg,3,33.465169,-112.271901,"1615 N 99th Ave
Tolleson, AZ 85353",2.5,Car Wash,Automotive,,,,
Summerwinds Nursery,ubXWyEYO5_auun93nuxcvA,4,33.5236473,-112.0484992,"1515 E Bethany Home Rd
Phoenix, AZ 85014",4.5,Shopping,Nurseries & Gardening,Home & Garden,,,
Red Kimchi Korean Restaurant,xiA7_Y02ygsd2TmhEJXsqQ,27,33.4643735,-111.9275459,"1414 N Scottsdale Rd
Scottsdale, AZ 85257",3.5,Korean,Restaurants,,,,
Arizona Derby Dames,tVPu9d9mtKu2EpwdhmqNgA,14,33.4462721,-112.0893682,"Arizona Veterans Memorial Coliseum
1826 W McDowell Rd
Phoenix, AZ 85007",4.5,Active Life,Amateur Sports Teams,,,,
Buffalo Wild Wings,trG1k-K6Nq4YKcexa1AGOA,53,33.3317204,-111.7907371,"970 S Gilbert Rd
Gilbert, AZ 85296",3.5,American (Traditional),Restaurants,,,,
Alto Ristorante e Bar,1Q_H3BLhKBymF6Se8FfZNw,33,33.5670375,-111.9184649,"Inside Hyatt Regency
7500 E Doubletree Ranch Rd
Scottsdale, AZ 85258",4,Restaurants,Italian,,,,
Red's Bar & Grill,Io9LipJHJZqHAfO3nmiPAQ,8,33.499713,-112.358147,"The Wigwam
451 Old Litchfield Rd
Litchfield Park, AZ 85340",4,American (Traditional),Restaurants,,,,
Skinergy Now,bpXYwoLyCRmVMbkasZZsDw,3,33.3635666,-111.8588555,"2815 S Alma School Rd
se cormner of guadalupe and alma school
Mesa, AZ 85210",2.5,Skin Care,Beauty & Spas,,,,
COFCO Chinese Culture Center,PsuvqWNmLBU8ABkch2d9vA,20,33.4552907,-111.9878697,"668 N 44th St
Phoenix, AZ 85008",4,Shopping Centers,Shopping,Outlet Stores,Chinese,Restaurants,
Jamba Juice,I0wtls_8DC3sVAgjfHKA3w,6,33.38353,-111.874403,"1653 S Dobson Rd
Ste 102
Mesa, AZ 85202",4,Food,Juice Bars & Smoothies,,,,
Crazy Buffet,A4pL6j3e6JAtblmCUF2GZA,68,33.3480423403,-111.9649529457,"7720 S Priest Dr
Tempe, AZ 85281",3,Asian Fusion,Buffets,Chinese,Restaurants,,
Empire Plumbing Corporation,CTThyHPgQ6_g-G_5rgRA7A,5,33.452179,-112.03126,"2328 E Van Buren St
Phoenix, AZ 85006",3,Plumbing,Home Services,Heating & Air Conditioning/HVAC,,,
Tolmachoff Farms,wTVgDIHonZITOqrFfVZ0gg,10,33.5198823,-112.2204802,"5726 N 75th Ave
Glendale, AZ 85303",3.5,Active Life,Zoos,Kids Activities,,,
Tempe Auto Repair,TDX5Peai64ZdDvU5xHV5cQ,8,33.39238,-111.944662,"321 W Southern Ave
Tempe, AZ 85282",5,Auto Repair,Automotive,,,,
Yogurtlicious,l1DRx05yzEoVUhEmWen0-w,3,33.7999505,-112.127874,"3134 W Carefree Hwy
Ste A8
Phoenix, AZ 85073",2.5,Food,Ice Cream & Frozen Yogurt,,,,
Buybuy Baby,NcJ4Ug6EX4t_WBh3E0mXhA,16,33.3060079,-111.8858844,"2640 Chandler Blvd
Chandler, AZ 85224",4.5,Shopping,Baby Gear & Furniture,,,,
Pep Boys,1uFIjxwBRi8vGqc6vpNO9w,10,33.6383198,-112.1956243,"6311 W Bell Rd
Glendale, AZ 85308",3.5,Auto Repair,Automotive,Tires,Auto Parts & Supplies,,
Kimel Chiropractic Center,OzaDMFZdtOUw79L-wwfDLg,4,33.597474,-112.119087,"13615 N 35th Ave
Ste 1
Phoenix, AZ 85029",5,Health & Medical,Chiropractors,,,,
"Michael E Steinberg, DDS",OITKr2Mwp_adHlmPgXJ44g,4,33.5808419,-111.929453,"7032 E Cochise Rd
Ste 110
Scottsdale, AZ 85253",4,Health & Medical,Dentists,General Dentistry,,,
El Pollo Loco,aTUHVjsSH7YLV_wD3i4Lsw,7,33.3837676883,-111.9614768028,"5009 S Arizona Mills Cir
Tempe, AZ 85282",3.5,Mexican,Restaurants,,,,
Bobbi's Pool Supply,NLTDguWYwmjeBhJ3fTD6mg,3,33.6547125,-112.0999963,"1909 W Union Hills Dr
Phoenix, AZ 85027",5,Hot Tub & Pool,Shopping,Home & Garden,,,
Arizona Humane Society,Snek2CGtaYW5NjjrTFT7Qw,5,33.570884,-112.089546,"1311 W Hatcher Rd
Phoenix, AZ 85021",5,Local Services,Community Service/Non-Profit,,,,
Campus Body Salon,HiTccb69CWvIkElrCICV-A,3,33.440197,-111.921297,"1139 E Curry Rd
Tempe, AZ 85281",5,Auto Repair,Automotive,Body Shops,,,
